customer_id,total_ratings,avg_star_rating,avg_helpful_votes,avg_sentiment,avg_review_length,products_reviewed,percent_reviewed_after_purchase,top_keywords,password
1553860,1,5,0,0.422222222,109,1,1,"skin, this, your, serum, has, of, to, look, i've, used",u_55
1577708,1,5,0,0.5,24,1,1,"don't, your, i, if, you, have, this, in, life, know",u_56
1580486,1,4,0,0.3075,87,1,1,"i, this, it, the, to, been, not, of, but, as",u_57
1580522,1,5,0,0.6,1,1,1,nice,u_58
1617972,1,4,0,0.251258503,104,1,0,"i, this, you, it, use, months, for, to, eye, if",u_59
1632999,1,4,0,0.825520833,10,1,1,"i, satisfied, with, the, product!!!, excellent, love, it",u_60
1650216,1,3,0,-0.19375,6,1,1,"no, huge, difference...but, maybe, little",u_61
1656301,1,5,1,0.268277311,111,1,1,"the, this, cheap, to, if, you, is, version, for, i",u_62
1683139,1,5,0,0.5,2,1,1,"fantastic, product!",u_63
1712419,2,5,0,0.75,4,2,0.5,"the, best, products, :)",u_64
1740891,1,5,0,0.5,3,1,1,"love, this, stuff",u_65
1778076,2,5,0,0.46015625,25.5,2,1,"eye, this, is, sensitive, the, i, great, lashes!, perfect, lightweight",u_66
1818597,1,2,3,0.283333333,45,1,1,"the, i, it, my, was, of, wanted, to, love, this",u_67
1820213,1,5,0,0.3,21,1,1,"., this, stuff, works, at, least, for, me, it, tightens",u_68
1938332,1,5,0,0,6,1,1,"only, products, i, use!!!<br, />excellent, curl!!",u_69
1959356,1,5,0,0.44375,14,1,1,"to, fantastic, quality,, i'm, very, excited, use, these., took, 3",u_70
1978092,1,4,0,0.716666667,8,1,0,"excellent, product,, as, advertised, easy, to, use",u_71
1982763,1,5,0,0.91,2,1,1,"very, good",u_72
2010410,1,5,1,0.1625,37,1,1,"(eye, on, left, has, 1, coat, of, the, mascara), this",u_73
2043798,1,5,5,0.476388889,63,1,1,"i, was, because, but, glue, it, really, great, pack, of",u_74
2113708,1,4,0,0.2,24,1,1,"the, great, product,, does, job,, probably, didn't, need, to, get",u_75
2127676,1,5,0,0.91,3,1,0,"very, good, item",u_76
2140496,1,1,1,0.374358974,9,1,1,"great, product, !!!, really, holds, loose, caps, in, place.",u_77
2149956,1,1,0,0.433333333,2,1,1,"break, easily",u_78
2153019,1,5,1,0,3,1,1,"i, like, bee's",u_79
2172511,1,5,0,0.501041667,36,1,0,"oil, the, it's, this, is, wonderful!!, shipped, super, fast,, pump",u_80
2196373,1,5,0,0.8,2,1,1,"works, great",u_81
2211896,1,5,0,0,1,1,1,excelente,u_82
2221873,1,5,1,0.353703704,52,1,1,"my, i, to, of, the, gums, receding,, so, need, take",u_83
2336346,1,5,0,0.625,3,1,1,"love, it, !",u_84
2376923,1,3,11,0.125,25,1,1,"it, for, i've, only, had, two, days, now,, but, is",u_85
2407118,1,5,0,0.169444444,45,1,1,"i, that, this, is, the, on, medication, gives, me, dry",u_86
2438151,1,5,0,0.456410256,121,1,1,"to, the, palette, you, but, it, for, this, is, if",u_87
2456231,1,5,0,0.26,84,1,1,"i, to, the, with, it, was, safety, went, it's, safe",u_88
2476329,1,5,0,0.5,9,1,1,"i, like, the, product, very, much.my, skin, looks, great.",u_89
2481013,1,2,2,0,11,1,1,"the, i, received, cleansing, express, liquid,, not, eye, makeup, remover!",u_90
2541228,1,5,0,0.533333333,13,1,1,"this, is, great, soap, make, the, body, feel, so, good",u_91
2546030,1,1,0,0,20,1,0,"these, rollers, burnt, my, scalp,, clips, didn't, hold, curl, only",u_92
2572716,1,5,0,0.566666667,22,1,1,"one, just, received, 7, of, my, parfums, today,, each, is",u_93
2578140,1,3,0,0.166666667,10,1,1,"very, watery,, have, to, apply, frequently., does, not, do, much.",u_94
2719204,1,3,0,0.15,41,1,1,"i, this, product, would, good, buy, got, believed, be, such",u_95
2724889,1,5,1,0.27265625,90,1,0,"it, i, is, strong, this, stuff, the, fragrance, for, rocks.",u_96
2767643,1,5,1,0.133333333,38,1,1,"., ,, they, do, the, job, look, stylish, i, hate",u_97
2780941,1,5,1,0.586,27,1,1,"these, the, best, beauty, blenders, i, have, purchased!, they, smaller",u_98
2810540,1,4,1,0.217142857,39,1,1,"to, for, the, this, is, soap, go, deep, clean, however",u_99
2833283,1,5,0,1,1,1,1,great!,u_100
2860053,1,5,0,-0.083333333,11,1,1,"expensive, not, bit, does, the, same, brow, gel, does.",u_101
2889021,1,4,1,0.5,8,1,1,"i, love, this, product., always, works, for, me",u_102
2909389,1,4,0,0.7,1,1,1,good,u_103
2912092,1,1,2,1,37,1,1,"the, it, is, i, product, amazing, but, pump, broke, one",u_104
2965612,1,5,0,0.445,110,1,1,"for, i, so, dotting, nail, they, work, these, of, to",u_105
2986231,1,3,3,0.366666667,228,1,0,"to, i, my, it, mascara, as, that, the, this, favorite",u_106
3031569,1,4,0,0.45,23,1,1,"the, i, like, scent, of, soap,, odor, reducer, it, helps",u_107
3048473,1,5,0,0.555,6,1,1,"very, good, product, fast, shipping",u_108
3084759,1,1,0,-0.163888889,18,1,1,"too, don't, really, like, it., often, makes, my, neck, hurt",u_109
3106107,1,5,0,0.95,23,1,1,"excellent, in, i, took, it, to, my, wife,, very, arrived",u_110
3110869,1,5,0,0.6,6,1,0,"these, nice, quality, product.",u_111
3190506,1,5,0,0.5,11,1,1,"the, best, beauty, blenders, i've, purchased, will, definitely, be, ordering",u_112
3195210,1,5,0,1,3,1,1,"best, makeup, removerï¼",u_113
3213677,1,5,0,1,2,1,0,"very, good!",u_114
3258072,1,5,0,0.8,2,1,1,"great, product.",u_115
3312736,1,5,0,0.275,5,1,1,"delicate, beautiful, fragrance",u_116
3388294,1,1,0,0.2,7,1,0,"very, streaky,, will, not, be, using, again.",u_117
3665394,1,1,0,0.035416667,26,1,1,"was, well., flimsy!, lasted, less, than, day!, fit, off, as",u_118
3672807,1,5,0,1,8,1,1,"perfect, use, for, kids, travel, use.",u_119
3684225,1,5,1,0.175,16,1,1,"this, is, so, cool, makes, your, feet, feel, wonderful....i, will",u_120
3706861,1,3,0,0.192857143,56,1,1,"the, was, our, charger, it, we, have, as, works, fine.",u_121
3805078,1,1,1,-0.975,29,1,1,"it, on, turned, within, 20, seconds, started, smoking, set, fire",u_122
3932041,1,5,0,0,10,1,1,"i, like, the, fragrance,, of, course,, was, on, time, shipment.",u_123
4028997,1,5,0,0.25,5,1,1,"love, the, different, tip, sizes",u_124
4090438,1,5,0,0.237412587,130,1,0,"i, skin, my, been, so, youth, cream, natural, soap, from",u_125
4150804,1,5,0,0.666666667,12,1,1,"excellent-, traditional, toothbrush, can't, get, under, my, braces., this, works",u_126
4159606,1,5,0,-0.046875,44,1,1,"this, the, my, i, is, replacement, because, base, of, other",u_127
4224840,1,5,0,0.3,10,1,0,"my, skin, feels, so, soft, smooth, since, using, this!",u_128
4394842,1,5,0,0.4,11,1,1,"this, is, nice, smelling, perfume,, i, really, like, it.",u_129
4561599,1,5,0,0.5,5,1,1,"very, drying., beware., great, product.",u_130
4767660,1,5,10,0.136363636,8,1,1,"this, works, from, inside, out...lots, of, new, hair",u_131
4803163,1,5,0,0.9,8,1,1,"great, these, tools, buy., quality!",u_132
4828403,1,1,1,-0.4,5,1,1,"broken, since, the, firast, use",u_133
4851604,1,2,0,0.2,13,1,0,"i, using, it, now, ca., 14, days,, cannot, see, much",u_134
4870907,1,5,0,0.5875,22,1,1,"keeps, me, hydrated,, toned,, feeling, fresh, day/night., my, boyfriend, even",u_135
4931078,1,3,15,0.156944444,185,1,1,"the, i, it, bottle, had, second, pump, so, to, first",u_136
5056327,1,5,0,0.481111111,14,1,1,"good, very, soap., ignore, the, black, color., this, soap, works",u_137
5057507,1,5,2,0.2425,28,1,1,"they, i, these, nice, size., look, prety., just, like, the",u_138
5072985,1,5,0,0.3925,101,1,0,"the, i, is, tanner, it, of, like, this, scent, to",u_139
5131805,1,5,0,0.9765625,10,1,1,"bought, this, for, my, husband., it's, his, favorite, cologne...smells, woooonderful!!!",u_140
5152080,1,5,0,0.5,4,1,0,"skin, is, getting, better.",u_141
5154171,1,4,0,0.152083333,59,1,1,"really, the, is, it, like, i, this, because, but, lip",u_142
5173631,1,5,0,0.474,40,1,1,"the, this, very, product, came, exactly, as, shown, described., it's",u_143
5246170,1,5,0,0.7,2,1,1,"good, product",u_144
5261935,1,2,0,0.5,13,1,0,"didn't, like, the, smell...., glad, i, got, this, on, trial",u_145
5344737,1,5,2,0.122120811,217,1,1,"i, the, to, my, this, it, not, one, is, on",u_146
5356306,1,4,0,-0.125,4,1,1,"sharp, smell, but, works.",u_147
5410918,1,3,0,-0.171666667,64,1,1,"i, my, head, these, them, of, to, was, disappointed, with",u_148
5471625,1,5,0,0.5,3,1,1,"i, love, this.",u_149
5486164,1,5,8,-0.06,56,1,1,"i, on, this, it, have, make, up, to, my, seen",u_150
5606393,1,4,0,0,39,1,1,"i, in, the, have, can, see, difference, short, time, used",u_151
5655685,1,3,0,0,7,1,1,"by, 3, days, in, they, start, breaking",u_152
5747976,1,5,0,0.511904762,41,1,1,"i, is, for, like, this,, my, first, proyect,, don't, do",u_153
6104869,1,5,0,0.8,2,1,1,"great, stuff",u_154
6157912,1,5,0,0,2,1,1,"as, advertised",u_155
6221261,1,3,1,0.16,41,1,1,"is, it, to, if, i, too, early, tell, there, effect",u_156
6384183,1,5,2,0.488888889,50,1,0,"i, this, like, that, have, using, for, week, now, with",u_157
6390261,1,5,0,1,1,1,1,great!,u_158
6493836,1,5,0,0.755,8,1,1,"nice, men's, perfume, for, very, good, price.",u_159
6644650,1,4,0,0.7,2,1,1,"it's, good",u_160
6658023,1,5,0,1,17,1,1,"it, worked, like, the, doctor, said, would., my, son, was",u_161
6722780,1,5,0,1,1,1,1,great!,u_162
6734099,1,5,0,0.6,2,1,1,"nice, product",u_163
6862367,1,5,0,0,5,1,1,"work, well,, lots, of, colors!",u_164
6983945,1,4,0,0.462962963,80,1,1,"good, my, i, so, the, philips, sonicare, tooth, will, not",u_165
7011810,1,5,0,-0.003409091,28,1,1,"exactly, as, described., my, new, go, to,, everyday,, goes, with",u_166
7048603,1,5,33,0.335595238,114,1,0,"i, this, on, is, my, it, very, lashes, no, even",u_167
7074164,1,3,0,-0.379166667,5,1,1,"does, not, blow, very, hard.",u_168
7410355,1,5,0,0.333333333,5,1,1,"so, worth, it., clean, teeth",u_169
7434789,1,5,0,0.3625,18,1,1,"love, this, oil!, my, skin, has, never, felt, so, soft.",u_170
7451543,1,5,0,0.334722222,30,1,1,"the, took, less, than, week, for, them, to, arrive., nice",u_171
7558270,1,1,1,0.45,27,1,1,"this, for, my, eyes., face, did, nothing, i, also, purchased",u_172
7565663,1,5,0,0,1,1,1,goid,u_173
7582510,1,4,0,0.32,38,1,1,"for, it, using, smells, nice., not, much, product, the, price.",u_174
7603478,1,4,0,0.4,22,1,0,"it, honest, review., this, stuff, was, amazing., not, only, did",u_175
7792318,1,1,0,0,9,1,1,"no, big, difference, in, my, lash, length, or, thickness",u_176
7804273,1,2,1,0.108138889,156,1,1,"i, it, the, on, to, so, of, my, not, is",u_177
7980809,1,4,1,0.3625,28,1,1,"love,, it, i, love, this, product., does, exactly, what, it's",u_178
8303249,1,3,0,0.7,6,1,0,"it, i, like, smell, good",u_179
8372581,1,2,1,-0.017857143,5,1,1,"too, large, for, small, nailsðŸ˜©...",u_180
8373915,1,4,0,0.18,37,1,1,"it, was, nice, product., the, i, as, only, thing, didn't",u_181
8408901,1,1,0,0.416666667,5,1,1,"everything, was, fine,, thank, you.",u_182
8573447,1,5,0,0,2,1,1,"as, always",u_183
8642965,1,5,2,0.205,12,1,1,"but, for, expensive, very, good., not, just, scars,, wrinkles, also.",u_184
8690215,1,4,0,0.359895833,15,1,0,"love, this, stuff!, my, skin, is, really, showing, improvement,, less",u_185
8752775,1,5,0,0.243589744,134,1,0,"i, have, the, my, for, skin, it, did, in, that",u_186
8778766,1,5,0,0.4375,24,1,1,"the, awesome!!, i, can, feel, heat, upto, my, scalp, not",u_187
8866064,1,5,0,0.174479167,58,1,1,"to, it, is, i, had, pih, scars, this, my, not",u_188
8924482,1,5,0,0.5375,32,1,0,"this, i, really, like, serum., it, is, very, refreshing, nice",u_189
9099810,1,5,2,0.353333333,72,1,1,"the, make, up, i, this, used, my, to, but, is",u_190
9163296,1,1,0,-1,9,1,0,"smell, so, bad.<br, />the, worst, i've, ever, get.",u_191
9245887,1,5,0,0.6425,26,1,1,"i, mirror, was, well, pleased, with, this, bought, two, of",u_192
9366769,1,5,4,0.241388889,103,1,1,"i, the, with, for, these, quality, but, sponges, my, size",u_193
9432275,1,5,0,0.221527778,59,1,1,"blackheads, for, the, you, they, work, extremely, well.<br, />pros:, easy",u_194
9572140,1,5,0,0.7,2,1,1,"good, product",u_195
9614745,1,5,0,-0.05625,41,1,0,"not, i'm, male, two, weeks, of, using, this, product,, i",u_196
9678610,1,5,0,0.189166667,37,1,1,"well, have, re-ordered, based, on, noticeable, improvements., this, product, matches",u_197
9736241,1,5,0,-0.15,22,1,1,"on, to, i, use, this, lashes, before, mascara, separate, prepare",u_198
9781370,1,5,0,0.391666667,19,1,0,"i, use, this, to, tame, my, brows, shape, them., it",u_199
9791978,1,4,0,1,3,1,1,"good, 2, go!!..",u_200
9975063,1,4,5,-0.059027778,63,1,1,"i, have, it, scar, is, off, been, using, for, 3",u_201
10014376,1,5,0,0.672916667,25,1,1,"i, they, have, the, most, amazing, customer, service!!, would, totally",u_202
10024141,1,5,0,0.5,14,1,0,"great, buy, for, the, price., item, works, as, described, was",u_203
10052858,1,5,1,0.7,13,1,1,"my, mother, loved, this, perfum, she, always, likes, getting, these",u_204
10067846,1,5,0,0.5,2,1,1,"love, it",u_205
10107778,1,5,1,0.239469697,85,1,1,"i, it's, eye, the, really, make, up, on, it, my",u_206
10111223,1,5,1,0.55,7,1,1,"smells, delicious, my, skin, feels, soft",u_207
10166950,1,1,1,-0.021212121,25,1,1,"not, to, one, new, hair, in, month., dont, want, wait",u_208
10204080,1,5,2,0.2,65,1,1,"i, use, to, makeup, bifesta, my, for, will, facial, eye",u_209
10210946,1,5,0,0.248888889,45,1,1,"it, was, by, i, the, pillow, this, suggested, to, me",u_210
10287357,1,4,2,0,20,1,1,"everybody, seems, to, rave, this, remover., however,, i, found, it",u_211
10298323,1,5,0,0.533333333,34,1,1,"you, talk, the, best, thing, will, ever, use., this, leaves",u_212
10305297,1,5,1,0.145925926,104,1,1,"i, the, my, skin, in, it, began, soap, face, very",u_213
10438743,1,3,0,0.175,19,1,1,"didn't, really, work, well, for, me., 6, days,, minimal, peeling",u_214
10470686,1,2,0,0,10,1,1,"didn't, see, difference, in, skin, weeks, of, use.",u_215
10473277,1,3,0,0.047,29,1,1,"it's, for, the, does, not, look, so, tiny, online., very",u_216
10554970,1,5,0,0.466666667,7,1,1,"just, as, expected., good, quality,, great, price.",u_217
10592389,1,5,0,0.194642857,70,1,1,"i, that, is, powder,, of, one, the, fine, it, nice",u_218
10593238,1,1,1,0,1,1,1,junk,u_219
10597358,1,2,0,-0.166666667,31,1,1,"i, find, for, the, is, probably, lashes,, but, eyebrows, brush",u_220
10678093,1,5,0,1,1,1,1,excellent!,u_221
10699766,1,3,1,-0.328125,17,1,1,"this, pallet, has, some, very, beautiful, colors, in, it, but",u_222
10727172,1,5,0,0,25,1,0,"he, my, husband's, favorite, soap., can't, use, anything, else, now",u_223
10745743,1,5,2,0.303869048,32,1,1,"i, to, wow, ,, now, can, see, more, than, want",u_224
10797988,1,5,0,0.625,4,1,1,"love, the, colors!",u_225
10802999,1,5,2,0.452083333,32,1,1,"i, have, never, smoked, but, always, had, &#34;puckered&#34;, lips., when",u_226
10808760,1,5,0,0.533333333,29,1,1,"my, it, foundation, love, the, soft, feeling, of, this, sponge",u_227
10821511,1,5,3,0.327083333,25,1,1,"you, great, for, my, small, hooded, eyes., looks, natural, if",u_228
10873848,1,5,0,0.344444444,47,1,1,"it, the, strong, is, love, have, used, 2.5, version, for",u_229
10885584,1,1,0,-0.25,4,1,1,"puffs, way, too, small",u_230
10908228,1,5,0,0.35,32,1,1,"got, for, my, i, it, as, gift, father, in, law",u_231
10917884,1,5,1,0.180208333,225,1,1,"i, my, it, this, is, to, the, on, for, of",u_232
10921580,1,5,0,0.25,11,1,1,"i, love, this, product., it, arrived, 2, days, earlier, than",u_233
10922136,1,5,1,0.654166667,22,1,1,"so, best, eye, makeup, remover, i, ever, used, (well,, at",u_234
11008267,1,4,0,0.268518519,57,1,1,"will, you, as, shave, do, the, job, just, it's, slightly",u_235
11046870,1,5,0,0.2375,18,1,1,"the, these, little, bottles, perfect., rollerball, can, be, popped, off",u_236
11052464,1,5,0,0,11,1,1,"bought, it, for, my, husband, he, seems, to, like, it.",u_237
11060746,1,4,0,0.316666667,38,1,1,"the, i, for, they, them, my, price, these, caps, were",u_238
11098319,1,5,0,0.575,12,1,1,"i, love, this, scent,, it, is, very, potent, without, being",u_239
11106500,1,3,0,0.15,31,1,1,"eyeliner, does, not, stay, on, day., starts, smearing, few, hours",u_240
11192289,2,5,0,0,27,2,0,"for, this, is, god, so, may, things, looked, it, up",u_241
11226576,1,3,0,0.433333333,8,1,1,"it, tans, nicely,, leaving, skin, nice, soft.",u_242
11242681,1,3,1,0.145,6,1,1,"works, ok,, doesn't, last, very, long.",u_243
11257536,1,4,1,0.236328125,36,1,0,"i, super, to, it, wish, had, discovered, this, years, ago",u_244
11272027,1,5,0,0.56,53,1,1,"it, for, my, i, have, shipped, in, 2, weeks., is",u_245
11285412,1,5,0,0.433333333,35,1,1,"the, it, perfect, for, face., not, oily, or, heavy., i",u_246
11378673,1,5,1,1,7,1,1,"the, best, makeup, remover, i, have, used!",u_247
11387373,1,5,1,0.5625,13,1,1,"is, the, best., this, don't, use, other, version., original, version",u_248
11396906,1,1,1,0.074489796,26,1,1,"rough, fabric,, not, light, tight., only, pro, is, the, clip",u_249
11424467,1,5,0,0.6,2,1,1,"really, nice",u_250
11426808,1,1,0,0.05,39,1,1,"is, you, lashes, or, this, crap.....cant, tell, even, put, it",u_251
11439288,1,4,0,0,2,1,1,"like, it",u_252
11462556,1,5,2,0.166666667,203,1,1,"it, this, your, is, i, on, you, in, the, like",u_253
11465718,1,3,0,0.1875,5,1,1,"the, pigment, isn't, rich, enough",u_254
11467835,1,5,0,0.7,4,1,0,"it, works, well., good",u_255
11470072,1,5,0,0.5,7,1,1,"as, described,, great, price, fast, shipping",u_256
11492886,1,2,1,0.146111111,44,1,1,"my, this, the, end, it, cure, product, was, very, strong",u_257
11521548,1,5,0,0.2,3,1,1,"works, very, well.",u_258
11554099,1,5,6,0.216666667,63,1,1,"to, my, skin, i, this, it, the, keep, in, have",u_259
11554163,1,5,0,0.666666667,14,1,1,"the, great, curlers!, they, heat, up, fast, size, of, rollers",u_260
11591364,1,1,19,-0.198412698,227,1,1,"the, i, to, &, it, not, tried, with, oils, them",u_261
11633048,1,5,0,0,3,1,0,"bought, second, time",u_262
11675659,1,2,0,0.170833333,41,1,1,"this, it, not, to, mascara, is, okay., pros-, it's, day",u_263
11678643,1,3,0,-0.1,48,1,1,"the, it, smell, wasn't, i, to, awful,, but, great, either.",u_264
11771256,1,5,0,0.155208333,67,1,1,"because, the, my, mask, is, very, i, massive, street, lights",u_265
11801129,1,4,0,0.8,15,1,0,"the, oi, is, great, but, offer, to, receive, this, for",u_266
11805411,1,5,7,0.05,26,1,0,"i, it, other, love, this, eyeliner., lasts, long, time,, has",u_267
11827914,1,4,2,0.7,8,1,1,"good, product., no, irritation, of, skin., service",u_268
11840363,1,5,4,0.193154762,98,1,1,"is, but, the, little, powder, i, with, my, skin, it",u_269
11948329,1,5,0,0.7,29,1,1,"this, electric, i, because, is, great, toothbrush., bought, the, dentist",u_270
11948473,1,5,1,0.234722222,36,1,0,"in, the, love, it!, has, lasted, forever, heats, up, supper",u_271
11963782,1,5,0,0,8,1,1,"i, keep, them, with, me, the, time.",u_272
11998035,1,1,3,0.181666667,154,1,1,"i, to, the, be, have, of, these, but, 3, times",u_273
12001812,1,4,0,0.633333333,31,1,1,"to, or, these, perfect, fill, when, traveling, carry, in, bag",u_274
12067713,1,5,0,0.5,6,1,1,"2nd, time, i, have, ordered!, great!",u_275
12103447,1,5,0,0.733333333,2,1,0,"pleasant, taste",u_276
12115257,1,1,6,0.020833333,143,1,1,"the, i, with, it, only, this, so, de, bought, better",u_277
12170283,1,4,2,0.123672687,222,1,1,"the, to, />-, i, with, waves, get, on, of, in",u_278
12282660,1,5,0,1,10,1,1,"excellent, product, for, the, eyes, with, wonderful, consistency., recommended.",u_279
12408569,1,5,0,0.625,5,1,1,"i, love, everything, ordered!",u_280
12440729,1,5,3,0.025648148,138,1,1,"hair, it, her, the, she, to, i, this, have, on",u_281
12441444,1,5,1,0.204166667,45,1,0,"i, the, these, when, to, is, great, for, lipstick, or",u_282
12444365,1,5,0,0.180989583,38,1,1,"the, my, feet, look, years, younger, feel, so, much, softer!",u_283
12467071,1,5,0,1,3,1,1,"best, razor, ever!",u_284
12558977,1,5,0,0.561111111,22,1,1,"i've, used, this, exact, eyeliner, for, over, 10, years., it",u_285
12563414,1,5,0,0.32,22,1,1,"the, it's, very, nice., on, small, side, but, no, stains",u_286
12573089,1,5,0,0.485,35,1,1,"i, love, this, oil!, use, essential, oils, everyday, has, been",u_287
12615617,1,5,1,0.4,18,1,1,"this, is, the, yummiest, smelling, soap, with, great, ingredients., i",u_288
12638443,1,1,7,0,45,1,1,"i, the, would, have, ingredients, this, was, wish, seller, listed",u_289
12731020,1,5,0,0.496428571,26,1,1,"is, that, the, excellent, product,, works, beautifully., seller, very, eager",u_290
12800370,1,5,0,0.8,2,1,1,"works, great.",u_291
12838797,1,5,0,0.636666667,18,1,1,"i, bought, this, for, my, wife, must, say, it's, very",u_292
12912389,1,5,0,0,1,1,1,terrific,u_293
12917162,1,3,0,0.5,29,1,1,"i, not, the, does, it, 100%, sure, yet, product, what",u_294
12920459,1,5,0,0.25,16,1,1,"my, dentist, loves, me, now., made, big, difference, in, health",u_295
12942443,1,4,6,0.32037037,130,1,0,"the, leaves, this, is, it, from, palm, oil,, great, soap,",u_296
12982478,1,2,0,-0.08,97,1,0,"for, it, the, i, you, your, didn't, burning, feeling, that",u_297
13019751,1,2,0,0,7,1,1,"my, kids, said, it, burned, their, eyes.",u_298
13024077,1,5,0,0.377179487,75,1,1,"i, the, very, was, to, on, my, tools, you, received",u_299
13045676,1,5,0,0.8,11,1,0,"&, great, value, works, well!, nice, packaging, quality, dropper, included.",u_300
13077094,1,4,1,0.175,10,1,1,"left, hair, soft,, frizz, free., curls, were, very, defined.",u_301
13130358,1,5,2,0.5,28,1,1,"it, i, love, the, have, this, holder., way, looks, fact",u_302
